prompt,domain,quality_band,clarity,context,relevance,specificity,creativity
"Summarize techniques for editorial calendars with examples and templates including keyword research with audience personas. Use real-world examples. Highlight potential pitfalls.  Provide audience personas, keyword clusters, distribution plan, success KPIs, and visual references.",content_creation,high,8.8,8.7,8.6,8.8,7.6
"Write unit tests for feature toggles with detailed bug analysis with code review notes. Consider edge cases. Suggest best practices.  Include architecture choices, security considerations, testing strategy, deployment steps, and code review notes.",software_engineering,high,9.8,8.5,9.6,8.2,7.1
"Explain fundamentals of adaptive learning including gamified exercises aligned to learning outcomes. Suggest best practices. Include examples.  Include objectives, prerequisites, activities, assessment criteria, extension tasks, and gamified exercises.",education,high,9.7,9.5,8.4,9.4,8.9
"Create a lesson plan on gamified learning with classroom examples with remediation ideas with competency tracking. Use real-world examples. Explain to a beginner.  Include objectives, prerequisites, activities, assessment criteria, extension tasks, and gamified exercises.",education,high,8.9,9.9,9.3,8.9,8.6
"Design caching strategies with diagrams including pros and cons with performance benchmarks. Explain to a beginner. Highlight potential pitfalls.  Include architecture choices, security considerations, testing strategy, deployment steps, and code review notes.",software_engineering,high,9.9,9.5,8.7,9.2,7.7
"Implement unit testing with diagrams with performance benchmarks. Focus on practical applications. Use real-world examples.  Include architecture choices, security considerations, testing strategy, deployment steps, and code review notes.",software_engineering,high,9.3,9.9,9.7,9.2,8.5
"Analyze trends in newsletter strategy covering SEO best practices with tone and style guidelines with visual references. Explain to a beginner. Suggest best practices.  Provide audience personas, keyword clusters, distribution plan, success KPIs, and visual references.",content_creation,high,8.4,8.3,9.8,8.2,7.9
"Design a content brief for thought leadership posts including keyword research covering multichannel strategy with engagement metrics. Consider edge cases. Suggest best practices.  Provide audience personas, keyword clusters, distribution plan, success KPIs, and visual references.",content_creation,high,9.9,9.0,8.4,9.5,8.7
"Develop collaborative projects for competency frameworks with classroom examples with scaffolding guides. Highlight potential pitfalls. Focus on practical applications.  Include objectives, prerequisites, activities, assessment criteria, extension tasks, and gamified exercises.",education,high,8.2,8.3,8.3,8.9,8.1
"Summarize techniques for YouTube scripts with examples and templates with interactive elements. Focus on practical applications. Explain to a beginner.  Provide audience personas, keyword clusters, distribution plan, success KPIs, and visual references.",content_creation,high,8.2,8.7,8.1,9.5,7.8
"Assess security for code reviews with detailed bug analysis for a production environment with architecture diagrams. Provide step-by-step guidance. Focus on practical applications.  Include architecture choices, security considerations, testing strategy, deployment steps, and code review notes.",software_engineering,high,8.7,9.2,9.7,8.1,8.2
"Write case studies on social media audit with measurable KPIs with examples and templates. Suggest best practices. Include metrics or KPIs.  Provide audience personas, keyword clusters, distribution plan, success KPIs, and visual references.",content_creation,high,8.8,9.6,9.2,8.1,8.5
"Explain fundamentals of competency frameworks using adaptive learning with microlearning exercises. Suggest best practices. Explain to a beginner.  Include objectives, prerequisites, activities, assessment criteria, extension tasks, and gamified exercises.",education,high,9.3,9.5,9.5,8.0,7.8
"Create assessment quizzes for blended learning for high school students including formative checks with scaffolding guides. Include metrics or KPIs. Consider edge cases.  Include objectives, prerequisites, activities, assessment criteria, extension tasks, and gamified exercises.",education,high,9.1,8.5,9.3,8.4,7.9
"Compare pedagogical methods for instructional design patterns with remediation ideas using adaptive learning. Include metrics or KPIs. Explain to a beginner.  Include objectives, prerequisites, activities, assessment criteria, extension tasks, and gamified exercises.",education,high,9.0,9.9,9.1,9.5,8.9
"Investigate memory leaks in database indexing with detailed bug analysis with architecture diagrams. Use real-world examples. Focus on practical applications.  Include architecture choices, security considerations, testing strategy, deployment steps, and code review notes.",software_engineering,high,9.0,9.0,9.5,8.6,8.5
"Optimize performance of security vulnerabilities with CI/CD pipeline setup with security audit checklist using real-world scenarios. Include examples. Use real-world examples.  Include architecture choices, security considerations, testing strategy, deployment steps, and code review notes.",software_engineering,high,9.4,8.0,9.2,9.5,7.7
"Design adaptive learning modules for instructional scaffolding with classroom examples for a 45-minute session with microlearning exercises. Focus on practical applications. Provide step-by-step guidance.  Include objectives, prerequisites, activities, assessment criteria, extension tasks, and gamified exercises.",education,high,9.5,9.8,8.8,9.1,8.3
"Draft a unit outline on competency frameworks for blended learning including gamified exercises with scaffolding guides. Highlight potential pitfalls. Include metrics or KPIs.  Include objectives, prerequisites, activities, assessment criteria, extension tasks, and gamified exercises.",education,high,8.2,9.7,9.7,8.5,9.0
"Write educational guides for digital literacy for a 45-minute session with peer evaluation with remediation ideas. Highlight potential pitfalls. Include metrics or KPIs.  Include objectives, prerequisites, activities, assessment criteria, extension tasks, and gamified exercises.",education,high,9.1,9.1,8.5,9.3,8.3
